SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP
50,2,4,31,69,Nebraska,Garden County,2057
50,2,4,31,71,Nebraska,Garfield County,2049
50,2,4,31,73,Nebraska,Gosper County,2044
50,2,4,31,75,Nebraska,Grant County,614
50,2,4,31,77,Nebraska,Greeley County,2538
50,2,4,31,79,Nebraska,Hall County,58607
50,2,4,31,81,Nebraska,Hamilton County,9124
50,2,4,31,83,Nebraska,Harlan County,3423
50,2,4,31,85,Nebraska,Hayes County,967
50,2,4,31,87,Nebraska,Hitchcock County,2908
50,2,4,31,89,Nebraska,Holt County,10435
50,2,4,31,91,Nebraska,Hooker County,736
50,2,4,31,93,Nebraska,Howard County,6274
50,2,4,31,95,Nebraska,Jefferson County,7547
50,2,4,31,97,Nebraska,Johnson County,5217
50,2,4,31,99,Nebraska,Kearney County,6489
50,2,4,31,101,Nebraska,Keith County,8368
50,2,4,31,103,Nebraska,Keya Paha County,824
50,2,4,31,105,Nebraska,Kimball County,3821
50,2,4,31,107,Nebraska,Knox County,8701
50,2,4,31,109,Nebraska,Lancaster County,285407
50,2,4,31,111,Nebraska,Lincoln County,36288
50,2,4,31,113,Nebraska,Logan County,763
50,2,4,31,115,Nebraska,Loup County,632
50,2,4,31,117,Nebraska,McPherson County,539
50,2,4,31,119,Nebraska,Madison County,34876
50,2,4,31,121,Nebraska,Merrick County,7845
50,2,4,31,123,Nebraska,Morrill County,5042
50,2,4,31,125,Nebraska,Nance County,3735
50,2,4,31,127,Nebraska,Nemaha County,7248
50,2,4,31,129,Nebraska,Nuckolls County,4500
50,2,4,31,131,Nebraska,Otoe County,15740
50,2,4,31,133,Nebraska,Pawnee County,2773
50,2,4,31,135,Nebraska,Perkins County,2970
50,2,4,31,137,Nebraska,Phelps County,9188
50,2,4,31,139,Nebraska,Pierce County,7266
50,2,4,31,141,Nebraska,Platte County,32237
50,2,4,31,143,Nebraska,Polk County,5406
50,2,4,31,145,Nebraska,Red Willow County,11055
50,2,4,31,147,Nebraska,Richardson County,8363
50,2,4,31,149,Nebraska,Rock County,1526
50,2,4,31,151,Nebraska,Saline County,14200
50,2,4,31,153,Nebraska,Sarpy County,158840
50,2,4,31,155,Nebraska,Saunders County,20780
50,2,4,31,157,Nebraska,Scotts Bluff County,36970
50,2,4,31,159,Nebraska,Seward County,16750
50,2,4,31,161,Nebraska,Sheridan County,5469
50,2,4,31,163,Nebraska,Sherman County,3152
50,2,4,31,165,Nebraska,Sioux County,1311
50,2,4,31,167,Nebraska,Stanton County,6129
50,2,4,31,169,Nebraska,Thayer County,5228
50,2,4,31,171,Nebraska,Thomas County,647
50,2,4,31,173,Nebraska,Thurston County,6940
50,2,4,31,175,Nebraska,Valley County,4260
50,2,4,31,177,Nebraska,Washington County,20234
50,2,4,31,179,Nebraska,Wayne County,9595
50,2,4,31,181,Nebraska,Webster County,3812
50,2,4,31,183,Nebraska,Wheeler County,818
50,2,4,31,185,Nebraska,York County,13665
40,4,8,32,0,Nevada,Nevada,2700551
50,4,8,32,1,Nevada,Churchill County,24877
50,4,8,32,3,Nevada,Clark County,1951269
50,4,8,32,5,Nevada,Douglas County,46997
50,4,8,32,7,Nevada,Elko County,48818
50,4,8,32,9,Nevada,Esmeralda County,783
50,4,8,32,11,Nevada,Eureka County,1987
50,4,8,32,13,Nevada,Humboldt County,16528
50,4,8,32,15,Nevada,Lander County,5775
50,4,8,32,17,Nevada,Lincoln County,5345
50,4,8,32,19,Nevada,Lyon County,51980
50,4,8,32,21,Nevada,Mineral County,4772
50,4,8,32,23,Nevada,Nye County,43946
50,4,8,32,27,Nevada,Pershing County,6753
50,4,8,32,29,Nevada,Storey County,4010
50,4,8,32,31,Nevada,Washoe County,421407
50,4,8,32,33,Nevada,White Pine County,10030
50,4,8,32,510,Nevada,Carson City,55274
40,1,1,33,0,New Hampshire,New Hampshire,1316470
50,1,1,33,1,New Hampshire,Belknap County,60088
50,1,1,33,3,New Hampshire,Carroll County,47818
50,1,1,33,5,New Hampshire,Cheshire County,77117
50,1,1,33,7,New Hampshire,Coos County,33055
50,1,1,33,9,New Hampshire,Grafton County,89118
50,1,1,33,11,New Hampshire,Hillsborough County,400721
50,1,1,33,13,New Hampshire,Merrimack County,146445
50,1,1,33,15,New Hampshire,Rockingham County,295223
50,1,1,33,17,New Hampshire,Strafford County,123143
50,1,1,33,19,New Hampshire,Sullivan County,43742
40,1,2,34,0,New Jersey,New Jersey,8791894
50,1,2,34,1,New Jersey,Atlantic County,274549
50,1,2,34,3,New Jersey,Bergen County,905116
50,1,2,34,5,New Jersey,Burlington County,448734
50,1,2,34,7,New Jersey,Camden County,513657
50,1,2,34,9,New Jersey,Cape May County,97265
50,1,2,34,11,New Jersey,Cumberland County,156898
50,1,2,34,13,New Jersey,Essex County,783969
50,1,2,34,15,New Jersey,Gloucester County,288288
50,1,2,34,17,New Jersey,Hudson County,634266
50,1,2,34,19,New Jersey,Hunterdon County,128349
50,1,2,34,21,New Jersey,Mercer County,366513
50,1,2,34,23,New Jersey,Middlesex County,809858
50,1,2,34,25,New Jersey,Monmouth County,630380
50,1,2,34,27,New Jersey,Morris County,492276
50,1,2,34,29,New Jersey,Ocean County,576567
50,1,2,34,31,New Jersey,Passaic County,501226
50,1,2,34,33,New Jersey,Salem County,66083
50,1,2,34,35,New Jersey,Somerset County,323444
50,1,2,34,37,New Jersey,Sussex County,149265
50,1,2,34,39,New Jersey,Union County,536499
50,1,2,34,41,New Jersey,Warren County,108692
40,4,8,35,0,New Mexico,New Mexico,2059179
50,4,8,35,1,New Mexico,Bernalillo County,662564
50,4,8,35,3,New Mexico,Catron County,3725
50,4,8,35,5,New Mexico,Chaves County,65645
50,4,8,35,6,New Mexico,Cibola County,27213
50,4,8,35,7,New Mexico,Colfax County,13750
50,4,8,35,9,New Mexico,Curry County,48376
50,4,8,35,11,New Mexico,De Baca County,2022
50,4,8,35,13,New Mexico,Doña Ana County,209233
50,4,8,35,15,New Mexico,Eddy County,53829
50,4,8,35,17,New Mexico,Grant County,29514
50,4,8,35,19,New Mexico,Guadalupe County,4687
50,4,8,35,21,New Mexico,Harding County,695
50,4,8,35,23,New Mexico,Hidalgo County,4894
50,4,8,35,25,New Mexico,Lea County,64727
50,4,8,35,27,New Mexico,Lincoln County,20497
50,4,8,35,28,New Mexico,Los Alamos County,17950
50,4,8,35,29,New Mexico,Luna County,25095
50,4,8,35,31,New Mexico,McKinley County,71492
50,4,8,35,33,New Mexico,Mora County,4881
50,4,8,35,35,New Mexico,Otero County,63797
50,4,8,35,37,New Mexico,Quay County,9041
50,4,8,35,39,New Mexico,Rio Arriba County,40246
50,4,8,35,41,New Mexico,Roosevelt County,19846
50,4,8,35,43,New Mexico,Sandoval County,131561
50,4,8,35,45,New Mexico,San Juan County,130044
50,4,8,35,47,New Mexico,San Miguel County,29393
50,4,8,35,49,New Mexico,Santa Fe County,144170
50,4,8,35,51,New Mexico,Sierra County,11988
50,4,8,35,53,New Mexico,Socorro County,17866
50,4,8,35,55,New Mexico,Taos County,32937
50,4,8,35,57,New Mexico,Torrance County,16383
50,4,8,35,59,New Mexico,Union County,4549
50,4,8,35,61,New Mexico,Valencia County,76569
40,1,2,36,0,New York,New York,19378102
50,1,2,36,1,New York,Albany County,304204
50,1,2,36,3,New York,Allegany County,48946
50,1,2,36,5,New York,Bronx County,1385108
50,1,2,36,7,New York,Broome County,200600
50,1,2,36,9,New York,Cattaraugus County,80317
50,1,2,36,11,New York,Cayuga County,80026
50,1,2,36,13,New York,Chautauqua County,134905
50,1,2,36,15,New York,Chemung County,88830
50,1,2,36,17,New York,Chenango County,50477
50,1,2,36,19,New York,Clinton County,82128
50,1,2,36,21,New York,Columbia County,63096
50,1,2,36,23,New York,Cortland County,49336
50,1,2,36,25,New York,Delaware County,47980
50,1,2,36,27,New York,Dutchess County,297488
50,1,2,36,29,New York,Erie County,919040
50,1,2,36,31,New York,Essex County,39370
50,1,2,36,33,New York,Franklin County,51599
50,1,2,36,35,New York,Fulton County,55531
50,1,2,36,37,New York,Genesee County,60079
50,1,2,36,39,New York,Greene County,49221
50,1,2,36,41,New York,Hamilton County,4836
50,1,2,36,43,New York,Herkimer County,64519
50,1,2,36,45,New York,Jefferson County,116229
50,1,2,36,47,New York,Kings County,2504700
50,1,2,36,49,New York,Lewis County,27087
50,1,2,36,51,New York,Livingston County,65393
50,1,2,36,53,New York,Madison County,73442
50,1,2,36,55,New York,Monroe County,744344
50,1,2,36,57,New York,Montgomery County,50219
50,1,2,36,59,New York,Nassau County,1339532
50,1,2,36,61,New York,New York County,1585873
50,1,2,36,63,New York,Niagara County,216469
50,1,2,36,65,New York,Oneida County,234878
50,1,2,36,67,New York,Onondaga County,467026
50,1,2,36,69,New York,Ontario County,107931
50,1,2,36,71,New York,Orange County,372813
50,1,2,36,73,New York,Orleans County,42883
50,1,2,36,75,New York,Oswego County,122109
50,1,2,36,77,New York,Otsego County,62259
50,1,2,36,79,New York,Putnam County,99710
50,1,2,36,81,New York,Queens County,2230722
50,1,2,36,83,New York,Rensselaer County,159429
50,1,2,36,85,New York,Richmond County,468730
50,1,2,36,87,New York,Rockland County,311687
50,1,2,36,89,New York,St. Lawrence County,111944
50,1,2,36,91,New York,Saratoga County,219607
50,1,2,36,93,New York,Schenectady County,154727
50,1,2,36,95,New York,Schoharie County,32749
50,1,2,36,97,New York,Schuyler County,18343
50,1,2,36,99,New York,Seneca County,35251
50,1,2,36,101,New York,Steuben County,98990
50,1,2,36,103,New York,Suffolk County,1493350
50,1,2,36,105,New York,Sullivan County,77547
50,1,2,36,107,New York,Tioga County,51125
50,1,2,36,109,New York,Tompkins County,101564
50,1,2,36,111,New York,Ulster County,182493
50,1,2,36,113,New York,Warren County,65707
50,1,2,36,115,New York,Washington County,63216
50,1,2,36,117,New York,Wayne County,93772
50,1,2,36,119,New York,Westchester County,949113
50,1,2,36,121,New York,Wyoming County,42155
50,1,2,36,123,New York,Yates County,25348
40,3,5,37,0,North Carolina,North Carolina,9535483
50,3,5,37,1,North Carolina,Alamance County,151131
50,3,5,37,3,North Carolina,Alexander County,37198
50,3,5,37,5,North Carolina,Alleghany County,11155
50,3,5,37,7,North Carolina,Anson County,26948
50,3,5,37,9,North Carolina,Ashe County,27281
50,3,5,37,11,North Carolina,Avery County,17797
50,3,5,37,13,North Carolina,Beaufort County,47759
50,3,5,37,15,North Carolina,Bertie County,21282
50,3,5,37,17,North Carolina,Bladen County,35190
50,3,5,37,19,North Carolina,Brunswick County,107431
50,3,5,37,21,North Carolina,Buncombe County,238318
50,3,5,37,23,North Carolina,Burke County,90912
50,3,5,37,25,North Carolina,Cabarrus County,178011
50,3,5,37,27,North Carolina,Caldwell County,83029
50,3,5,37,29,North Carolina,Camden County,9980
50,3,5,37,31,North Carolina,Carteret County,66469
50,3,5,37,33,North Carolina,Caswell County,23719
50,3,5,37,35,North Carolina,Catawba County,154358
50,3,5,37,37,North Carolina,Chatham County,63505
50,3,5,37,39,North Carolina,Cherokee County,27444
50,3,5,37,41,North Carolina,Chowan County,14793
50,3,5,37,43,North Carolina,Clay County,10587
50,3,5,37,45,North Carolina,Cleveland County,98078
50,3,5,37,47,North Carolina,Columbus County,58098
50,3,5,37,49,North Carolina,Craven County,103505
50,3,5,37,51,North Carolina,Cumberland County,319431
50,3,5,37,53,North Carolina,Currituck County,23547
50,3,5,37,55,North Carolina,Dare County,33920
50,3,5,37,57,North Carolina,Davidson County,162878
50,3,5,37,59,North Carolina,Davie County,41240
50,3,5,37,61,North Carolina,Duplin County,58505
50,3,5,37,63,North Carolina,Durham County,267587
50,3,5,37,65,North Carolina,Edgecombe County,56552
50,3,5,37,67,North Carolina,Forsyth County,350670
50,3,5,37,69,North Carolina,Franklin County,60619
50,3,5,37,71,North Carolina,Gaston County,206086
50,3,5,37,73,North Carolina,Gates County,12197
50,3,5,37,75,North Carolina,Graham County,8861
50,3,5,37,77,North Carolina,Granville County,59916
50,3,5,37,79,North Carolina,Greene County,21362
50,3,5,37,81,North Carolina,Guilford County,488406
50,3,5,37,83,North Carolina,Halifax County,54691
50,3,5,37,85,North Carolina,Harnett County,114678
50,3,5,37,87,North Carolina,Haywood County,59036
50,3,5,37,89,North Carolina,Henderson County,106740
50,3,5,37,91,North Carolina,Hertford County,24669
50,3,5,37,93,North Carolina,Hoke County,46952
50,3,5,37,95,North Carolina,Hyde County,5810
50,3,5,37,97,North Carolina,Iredell County,159437
50,3,5,37,99,North Carolina,Jackson County,40271
50,3,5,37,101,North Carolina,Johnston County,168878
50,3,5,37,103,North Carolina,Jones County,10153
50,3,5,37,105,North Carolina,Lee County,57866
50,3,5,37,107,North Carolina,Lenoir County,59495
50,3,5,37,109,North Carolina,Lincoln County,78265
50,3,5,37,111,North Carolina,McDowell County,44996
50,3,5,37,113,North Carolina,Macon County,33922
50,3,5,37,115,North Carolina,Madison County,20764
50,3,5,37,117,North Carolina,Martin County,24505
50,3,5,37,119,North Carolina,Mecklenburg County,919628
50,3,5,37,121,North Carolina,Mitchell County,15579
50,3,5,37,123,North Carolina,Montgomery County,27798
50,3,5,37,125,North Carolina,Moore County,88247
50,3,5,37,127,North Carolina,Nash County,95840
50,3,5,37,129,North Carolina,New Hanover County,202667
50,3,5,37,131,North Carolina,Northampton County,22099
50,3,5,37,133,North Carolina,Onslow County,177772
50,3,5,37,135,North Carolina,Orange County,133801
50,3,5,37,137,North Carolina,Pamlico County,13144
50,3,5,37,139,North Carolina,Pasquotank County,40661
50,3,5,37,141,North Carolina,Pender County,52217
50,3,5,37,143,North Carolina,Perquimans County,13453
50,3,5,37,145,North Carolina,Person County,39464
50,3,5,37,147,North Carolina,Pitt County,168148
50,3,5,37,149,North Carolina,Polk County,20510
50,3,5,37,151,North Carolina,Randolph County,141752
50,3,5,37,153,North Carolina,Richmond County,46639
50,3,5,37,155,North Carolina,Robeson County,134168
50,3,5,37,157,North Carolina,Rockingham County,93643
50,3,5,37,159,North Carolina,Rowan County,138428
50,3,5,37,161,North Carolina,Rutherford County,67810
50,3,5,37,163,North Carolina,Sampson County,63431
50,3,5,37,165,North Carolina,Scotland County,36157
50,3,5,37,167,North Carolina,Stanly County,60585
50,3,5,37,169,North Carolina,Stokes County,47401
50,3,5,37,171,North Carolina,Surry County,73673
50,3,5,37,173,North Carolina,Swain County,13981
50,3,5,37,175,North Carolina,Transylvania County,33090
50,3,5,37,177,North Carolina,Tyrrell County,4407
50,3,5,37,179,North Carolina,Union County,201292
50,3,5,37,181,North Carolina,Vance County,45422
50,3,5,37,183,North Carolina,Wake County,900993
50,3,5,37,185,North Carolina,Warren County,20972
50,3,5,37,187,North Carolina,Washington County,13228
50,3,5,37,189,North Carolina,Watauga County,51079
50,3,5,37,191,North Carolina,Wayne County,122623
50,3,5,37,193,North Carolina,Wilkes County,69340
50,3,5,37,195,North Carolina,Wilson County,81234
50,3,5,37,197,North Carolina,Yadkin County,38406
50,3,5,37,199,North Carolina,Yancey County,17818
40,2,4,38,0,North Dakota,North Dakota,672591
50,2,4,38,1,North Dakota,Adams County,2343
50,2,4,38,3,North Dakota,Barnes County,11066
50,2,4,38,5,North Dakota,Benson County,6660
50,2,4,38,7,North Dakota,Billings County,783
50,2,4,38,9,North Dakota,Bottineau County,6429
50,2,4,38,11,North Dakota,Bowman County,3151
50,2,4,38,13,North Dakota,Burke County,1968
50,2,4,38,15,North Dakota,Burleigh County,81308
50,2,4,38,17,North Dakota,Cass County,149778
50,2,4,38,19,North Dakota,Cavalier County,3993
50,2,4,38,21,North Dakota,Dickey County,5289
50,2,4,38,23,North Dakota,Divide County,2071
50,2,4,38,25,North Dakota,Dunn County,3536
50,2,4,38,27,North Dakota,Eddy County,2385
50,2,4,38,29,North Dakota,Emmons County,3550
50,2,4,38,31,North Dakota,Foster County,3343
50,2,4,38,33,North Dakota,Golden Valley County,1680
50,2,4,38,35,North Dakota,Grand Forks County,66861
50,2,4,38,37,North Dakota,Grant County,2394
50,2,4,38,39,North Dakota,Griggs County,2420
50,2,4,38,41,North Dakota,Hettinger County,2477
50,2,4,38,43,North Dakota,Kidder County,2435
50,2,4,38,45,North Dakota,LaMoure County,4139
50,2,4,38,47,North Dakota,Logan County,1990
50,2,4,38,49,North Dakota,McHenry County,5395
50,2,4,38,51,North Dakota,McIntosh County,2809
50,2,4,38,53,North Dakota,McKenzie County,6360
50,2,4,38,55,North Dakota,McLean County,8962
50,2,4,38,57,North Dakota,Mercer County,8424
50,2,4,38,59,North Dakota,Morton County,27471
50,2,4,38,61,North Dakota,Mountrail County,7673
50,2,4,38,63,North Dakota,Nelson County,3126
50,2,4,38,65,North Dakota,Oliver County,1846
50,2,4,38,67,North Dakota,Pembina County,7413
50,2,4,38,69,North Dakota,Pierce County,4357
50,2,4,38,71,North Dakota,Ramsey County,11451
50,2,4,38,73,North Dakota,Ransom County,5457
50,2,4,38,75,North Dakota,Renville County,2470
50,2,4,38,77,North Dakota,Richland County,16321
50,2,4,38,79,North Dakota,Rolette County,13937
50,2,4,38,81,North Dakota,Sargent County,3829
50,2,4,38,83,North Dakota,Sheridan County,1321
50,2,4,38,85,North Dakota,Sioux County,4153
50,2,4,38,87,North Dakota,Slope County,727
50,2,4,38,89,North Dakota,Stark County,24199
50,2,4,38,91,North Dakota,Steele County,1975
50,2,4,38,93,North Dakota,Stutsman County,21100
50,2,4,38,95,North Dakota,Towner County,2246
50,2,4,38,97,North Dakota,Traill County,8121
50,2,4,38,99,North Dakota,Walsh County,11119
50,2,4,38,101,North Dakota,Ward County,61675
50,2,4,38,103,North Dakota,Wells County,4207
50,2,4,38,105,North Dakota,Williams County,22398
40,2,3,39,0,Ohio,Ohio,11536504
50,2,3,39,1,Ohio,Adams County,28550
50,2,3,39,3,Ohio,Allen County,106331
50,2,3,39,5,Ohio,Ashland County,53139
50,2,3,39,7,Ohio,Ashtabula County,101497
50,2,3,39,9,Ohio,Athens County,64757
50,2,3,39,11,Ohio,Auglaize County,45949
50,2,3,39,13,Ohio,Belmont County,70400
50,2,3,39,15,Ohio,Brown County,44846
50,2,3,39,17,Ohio,Butler County,368130
50,2,3,39,19,Ohio,Carroll County,28836
50,2,3,39,21,Ohio,Champaign County,40097
50,2,3,39,23,Ohio,Clark County,138333
50,2,3,39,25,Ohio,Clermont County,197363
50,2,3,39,27,Ohio,Clinton County,42040
50,2,3,39,29,Ohio,Columbiana County,107841
50,2,3,39,31,Ohio,Coshocton County,36901
50,2,3,39,33,Ohio,Crawford County,43784
50,2,3,39,35,Ohio,Cuyahoga County,1280122
50,2,3,39,37,Ohio,Darke County,52959
50,2,3,39,39,Ohio,Defiance County,39037
50,2,3,39,41,Ohio,Delaware County,174214
50,2,3,39,43,Ohio,Erie County,77079
50,2,3,39,45,Ohio,Fairfield County,146156
50,2,3,39,47,Ohio,Fayette County,29030
50,2,3,39,49,Ohio,Franklin County,1163414
50,2,3,39,51,Ohio,Fulton County,42698
50,2,3,39,53,Ohio,Gallia County,30934
50,2,3,39,55,Ohio,Geauga County,93389
50,2,3,39,57,Ohio,Greene County,161573
50,2,3,39,59,Ohio,Guernsey County,40087
50,2,3,39,61,Ohio,Hamilton County,802374
50,2,3,39,63,Ohio,Hancock County,74782
50,2,3,39,65,Ohio,Hardin County,32058
50,2,3,39,67,Ohio,Harrison County,15864
50,2,3,39,69,Ohio,Henry County,28215
50,2,3,39,71,Ohio,Highland County,43589
50,2,3,39,73,Ohio,Hocking County,29380
50,2,3,39,75,Ohio,Holmes County,42366
50,2,3,39,77,Ohio,Huron County,59626
50,2,3,39,79,Ohio,Jackson County,33225
50,2,3,39,81,Ohio,Jefferson County,69709
50,2,3,39,83,Ohio,Knox County,60921
50,2,3,39,85,Ohio,Lake County,230041
50,2,3,39,87,Ohio,Lawrence County,62450
50,2,3,39,89,Ohio,Licking County,166492
50,2,3,39,91,Ohio,Logan County,45858
50,2,3,39,93,Ohio,Lorain County,301356
50,2,3,39,95,Ohio,Lucas County,441815
50,2,3,39,97,Ohio,Madison County,43435
50,2,3,39,99,Ohio,Mahoning County,238823
50,2,3,39,101,Ohio,Marion County,66501
50,2,3,39,103,Ohio,Medina County,172332
50,2,3,39,105,Ohio,Meigs County,23770
50,2,3,39,107,Ohio,Mercer County,40814
50,2,3,39,109,Ohio,Miami County,102506
50,2,3,39,111,Ohio,Monroe County,14642
50,2,3,39,113,Ohio,Montgomery County,535153
50,2,3,39,115,Ohio,Morgan County,15054
50,2,3,39,117,Ohio,Morrow County,34827
50,2,3,39,119,Ohio,Muskingum County,86074
50,2,3,39,121,Ohio,Noble County,14645
50,2,3,39,123,Ohio,Ottawa County,41428
50,2,3,39,125,Ohio,Paulding County,19614
50,2,3,39,127,Ohio,Perry County,36058
50,2,3,39,129,Ohio,Pickaway County,55698
50,2,3,39,131,Ohio,Pike County,28709
50,2,3,39,133,Ohio,Portage County,161419
50,2,3,39,135,Ohio,Preble County,42270
50,2,3,39,137,Ohio,Putnam County,34499
50,2,3,39,139,Ohio,Richland County,124475
50,2,3,39,141,Ohio,Ross County,78064
50,2,3,39,143,Ohio,Sandusky County,60944
50,2,3,39,145,Ohio,Scioto County,79499
50,2,3,39,147,Ohio,Seneca County,56745
50,2,3,39,149,Ohio,Shelby County,49423
50,2,3,39,151,Ohio,Stark County,375586
50,2,3,39,153,Ohio,Summit County,541781
50,2,3,39,155,Ohio,Trumbull County,210312
50,2,3,39,157,Ohio,Tuscarawas County,92582
50,2,3,39,159,Ohio,Union County,52300
50,2,3,39,161,Ohio,Van Wert County,28744
50,2,3,39,163,Ohio,Vinton County,13435
50,2,3,39,165,Ohio,Warren County,212693
50,2,3,39,167,Ohio,Washington County,61778
50,2,3,39,169,Ohio,Wayne County,114520
50,2,3,39,171,Ohio,Williams County,37642
50,2,3,39,173,Ohio,Wood County,125488
50,2,3,39,175,Ohio,Wyandot County,22615
40,3,7,40,0,Oklahoma,Oklahoma,3751351
50,3,7,40,1,Oklahoma,Adair County,22683
50,3,7,40,3,Oklahoma,Alfalfa County,5642
50,3,7,40,5,Oklahoma,Atoka County,14182
50,3,7,40,7,Oklahoma,Beaver County,5636
50,3,7,40,9,Oklahoma,Beckham County,22119
50,3,7,40,11,Oklahoma,Blaine County,11943
50,3,7,40,13,Oklahoma,Bryan County,42416
50,3,7,40,15,Oklahoma,Caddo County,29600
50,3,7,40,17,Oklahoma,Canadian County,115541
50,3,7,40,19,Oklahoma,Carter County,47557
50,3,7,40,21,Oklahoma,Cherokee County,46987
50,3,7,40,23,Oklahoma,Choctaw County,15205
50,3,7,40,25,Oklahoma,Cimarron County,2475
50,3,7,40,27,Oklahoma,Cleveland County,255755
50,3,7,40,29,Oklahoma,Coal County,5925
50,3,7,40,31,Oklahoma,Comanche County,124098
50,3,7,40,33,Oklahoma,Cotton County,6193
50,3,7,40,35,Oklahoma,Craig County,15029
50,3,7,40,37,Oklahoma,Creek County,69967
50,3,7,40,39,Oklahoma,Custer County,27469
50,3,7,40,41,Oklahoma,Delaware County,41487
50,3,7,40,43,Oklahoma,Dewey County,4810
50,3,7,40,45,Oklahoma,Ellis County,4151
50,3,7,40,47,Oklahoma,Garfield County,60580
50,3,7,40,49,Oklahoma,Garvin County,27576
50,3,7,40,51,Oklahoma,Grady County,52431
50,3,7,40,53,Oklahoma,Grant County,4527
50,3,7,40,55,Oklahoma,Greer County,6239
50,3,7,40,57,Oklahoma,Harmon County,2922
50,3,7,40,59,Oklahoma,Harper County,3685
50,3,7,40,61,Oklahoma,Haskell County,12769
50,3,7,40,63,Oklahoma,Hughes County,14003
50,3,7,40,65,Oklahoma,Jackson County,26446
50,3,7,40,67,Oklahoma,Jefferson County,6472
50,3,7,40,69,Oklahoma,Johnston County,10957
50,3,7,40,71,Oklahoma,Kay County,46562
50,3,7,40,73,Oklahoma,Kingfisher County,15034
50,3,7,40,75,Oklahoma,Kiowa County,9446
50,3,7,40,77,Oklahoma,Latimer County,11154
50,3,7,40,79,Oklahoma,Le Flore County,50384
50,3,7,40,81,Oklahoma,Lincoln County,34273
50,3,7,40,83,Oklahoma,Logan County,41848
50,3,7,40,85,Oklahoma,Love County,9423
50,3,7,40,87,Oklahoma,McClain County,34506
50,3,7,40,89,Oklahoma,McCurtain County,33151
50,3,7,40,91,Oklahoma,McIntosh County,20252
50,3,7,40,93,Oklahoma,Major County,7527
50,3,7,40,95,Oklahoma,Marshall County,15840
50,3,7,40,97,Oklahoma,Mayes County,41259
50,3,7,40,99,Oklahoma,Murray County,13488
50,3,7,40,101,Oklahoma,Muskogee County,70990
50,3,7,40,103,Oklahoma,Noble County,11561
50,3,7,40,105,Oklahoma,Nowata County,10536
50,3,7,40,107,Oklahoma,Okfuskee County,12191
50,3,7,40,109,Oklahoma,Oklahoma County,718633
50,3,7,40,111,Oklahoma,Okmulgee County,40069
50,3,7,40,113,Oklahoma,Osage County,47472
50,3,7,40,115,Oklahoma,Ottawa County,31848
50,3,7,40,117,Oklahoma,Pawnee County,16577
50,3,7,40,119,Oklahoma,Payne County,77350
50,3,7,40,121,Oklahoma,Pittsburg County,45837
50,3,7,40,123,Oklahoma,Pontotoc County,37492
50,3,7,40,125,Oklahoma,Pottawatomie County,69442
50,3,7,40,127,Oklahoma,Pushmataha County,11572
50,3,7,40,129,Oklahoma,Roger Mills County,3647
50,3,7,40,131,Oklahoma,Rogers County,86905
50,3,7,40,133,Oklahoma,Seminole County,25482
50,3,7,40,135,Oklahoma,Sequoyah County,42391
50,3,7,40,137,Oklahoma,Stephens County,45048
50,3,7,40,139,Oklahoma,Texas County,20640
50,3,7,40,141,Oklahoma,Tillman County,7992
50,3,7,40,143,Oklahoma,Tulsa County,603403
50,3,7,40,145,Oklahoma,Wagoner County,73085
50,3,7,40,147,Oklahoma,Washington County,50976
50,3,7,40,149,Oklahoma,Washita County,11629
50,3,7,40,151,Oklahoma,Woods County,8878
50,3,7,40,153,Oklahoma,Woodward County,20081
40,4,9,41,0,Oregon,Oregon,3831074
50,4,9,41,1,Oregon,Baker County,16134
50,4,9,41,3,Oregon,Benton County,85579
50,4,9,41,5,Oregon,Clackamas County,375992
50,4,9,41,7,Oregon,Clatsop County,37039
50,4,9,41,9,Oregon,Columbia County,49351
50,4,9,41,11,Oregon,Coos County,63043
50,4,9,41,13,Oregon,Crook County,20978
50,4,9,41,15,Oregon,Curry County,22364
50,4,9,41,17,Oregon,Deschutes County,157733
50,4,9,41,19,Oregon,Douglas County,107667
50,4,9,41,21,Oregon,Gilliam County,1871
50,4,9,41,23,Oregon,Grant County,7445
50,4,9,41,25,Oregon,Harney County,7422
50,4,9,41,27,Oregon,Hood River County,22346
50,4,9,41,29,Oregon,Jackson County,203206
50,4,9,41,31,Oregon,Jefferson County,21720
50,4,9,41,33,Oregon,Josephine County,82713
50,4,9,41,35,Oregon,Klamath County,66380
50,4,9,41,37,Oregon,Lake County,7895
50,4,9,41,39,Oregon,Lane County,351715
50,4,9,41,41,Oregon,Lincoln County,46034
50,4,9,41,43,Oregon,Linn County,116672
50,4,9,41,45,Oregon,Malheur County,31313
50,4,9,41,47,Oregon,Marion County,315335
50,4,9,41,49,Oregon,Morrow County,11173
50,4,9,41,51,Oregon,Multnomah County,735334
50,4,9,41,53,Oregon,Polk County,75403
50,4,9,41,55,Oregon,Sherman County,1765
50,4,9,41,57,Oregon,Tillamook County,25250
50,4,9,41,59,Oregon,Umatilla County,75889
50,4,9,41,61,Oregon,Union County,25748
50,4,9,41,63,Oregon,Wallowa County,7008
50,4,9,41,65,Oregon,Wasco County,25213
50,4,9,41,67,Oregon,Washington County,529710
50,4,9,41,69,Oregon,Wheeler County,1441
50,4,9,41,71,Oregon,Yamhill County,99193
40,1,2,42,0,Pennsylvania,Pennsylvania,12702379
